avg_score,avg_score_no,avg_diff,step_idx,avg_winning,loss_train
0.44959,0.03459,0.04,279000,0.415,-0.039
0.47386,0.03386,0.025,279300,0.44,-0.029
0.45853,0.03353,0.02,279600,0.425,-0.012
0.49589,0.03589,0.015,279900,0.46,-0.028
0.47071,0.03571,0.015,280200,0.435,-0.039
0.50229,0.03729,0.005,280500,0.465,-0.016
0.51612,0.03612,0.02,280800,0.48,-0.055
0.47152,0.03652,0.015,281100,0.435,-0.013
0.45493,0.03493,0.02,281400,0.42,-0.046
0.5004,0.0354,0.005,281700,0.465,-0.049
0.48897,0.03397,0.005,282000,0.455,-0.047
0.43922,0.03422,0.025,282300,0.405,0.01
0.45583,0.03583,0.01,282600,0.42,-0.008
0.4761,0.0361,0.005,282900,0.44,0.025
0.51007,0.03507,0.015,283200,0.475,-0.049
0.4469,0.0369,0.005,283500,0.41,-0.02
0.5223,0.0373,0.015,283800,0.485,-0.042
0.5212,0.0362,0.015,284100,0.485,-0.077
0.49088,0.03588,0.03,284400,0.455,-0.015
0.50639,0.03639,0.01,284700,0.47,0.006
0.50158,0.03658,0.025,285000,0.465,0.036
0.48072,0.03572,0.015,285300,0.445,-0.05
0.51642,0.03642,0.025,285600,0.48,-0.038
0.48745,0.03245,0.02,285900,0.455,-0.011
0.49963,0.03463,0.035,286200,0.465,0.005
0.47033,0.03533,0.025,286500,0.435,-0.004
0.506,0.036,0.015,286800,0.47,-0.051
0.51153,0.03653,0.025,287100,0.475,-0.013
0.50145,0.03645,0.01,287400,0.465,-0.053
0.54962,0.03462,0.02,287700,0.515,-0.037
0.54161,0.03661,0.01,288000,0.505,0.046
0.51642,0.03642,0.01,288300,0.48,-0.099
0.49838,0.03338,0.01,288600,0.465,-0.021
0.49527,0.03527,0.01,288900,0.46,-0.04
0.54335,0.03335,0.005,289200,0.51,-0.036
0.54254,0.03254,0.015,289500,0.51,-0.031
0.51168,0.03168,0.015,289800,0.48,-0.021
0.50705,0.03205,0.005,290100,0.475,-0.072
0.50279,0.03279,-0.005,290400,0.47,0.031
0.50312,0.03312,0.005,290700,0.47,-0.029
0.47405,0.03405,0.0,291000,0.44,-0.044
0.48276,0.03276,0.0,291300,0.45,-0.024
0.53299,0.03299,0.025,291600,0.5,-0.031
0.53032,0.03532,0.015,291900,0.495,-0.01
0.5413,0.0363,0.02,292200,0.505,-0.03
0.54097,0.03597,0.02,292500,0.505,0.0
0.53987,0.03487,0.015,292800,0.505,-0.038
0.56611,0.03611,0.015,293100,0.53,-0.021
0.54581,0.03581,0.025,293400,0.51,-0.074
0.56151,0.03651,0.02,293700,0.525,-0.005
0.55668,0.03668,0.01,294000,0.52,0.004
0.55411,0.03411,0.03,294300,0.52,-0.013
0.56046,0.03546,0.01,294600,0.525,0.012
0.56,0.035,0.0,294900,0.525,-0.062
0.55513,0.03513,0.005,295200,0.52,0.004
0.57489,0.03489,0.015,295500,0.54,-0.046
0.56073,0.03573,0.015,295800,0.525,-0.078
0.55677,0.03677,-0.01,296100,0.52,-0.08
0.54104,0.03604,0.01,296400,0.505,-0.025
0.56837,0.03837,0.01,296700,0.53,-0.071
0.5167,0.0367,0.0,297000,0.48,0.034
0.50471,0.03471,0.01,297300,0.47,-0.054
0.5257,0.0357,0.0,297600,0.49,-0.038
0.51085,0.03585,0.0,297900,0.475,0.001
0.51755,0.03755,0.005,298200,0.48,-0.027
0.51229,0.03729,0.02,298500,0.475,-0.012
0.50424,0.03924,0.04,298800,0.465,0.017
0.52117,0.03617,0.015,299100,0.485,-0.055
0.49567,0.03567,0.02,299400,0.46,-0.03
0.51297,0.03797,0.01,299700,0.475,-0.06
0.51084,0.03584,0.005,300000,0.475,-0.013
0.50125,0.03625,0.015,300300,0.465,-0.078
0.47749,0.03749,0.025,300600,0.44,0.005
0.4752,0.0352,0.0,300900,0.44,-0.056
0.49049,0.03549,0.0,301200,0.455,-0.042
0.50787,0.03787,0.02,301500,0.47,-0.013
0.51161,0.03661,0.03,301800,0.475,-0.048
0.51067,0.03567,0.03,302100,0.475,-0.046
0.53616,0.03616,0.035,302400,0.5,-0.074
0.5319,0.0369,0.05,302700,0.495,-0.08
0.54145,0.03645,0.025,303000,0.505,-0.076
0.51698,0.03698,0.01,303300,0.48,-0.029
0.57772,0.03772,0.035,303600,0.54,-0.035
0.55659,0.03659,0.035,303900,0.52,-0.029
0.53241,0.03741,0.03,304200,0.495,0.016
0.52808,0.03808,0.04,304500,0.49,-0.082
0.52727,0.03727,0.025,304800,0.49,-0.033
0.51224,0.03724,0.015,305100,0.475,-0.056
0.52347,0.03847,0.02,305400,0.485,-0.013
0.51202,0.03702,0.025,305700,0.475,0.005
0.52709,0.03709,0.035,306000,0.49,-0.086
0.54134,0.03634,0.015,306300,0.505,-0.036
0.52203,0.03703,0.03,306600,0.485,-0.033
0.54227,0.03727,0.025,306900,0.505,-0.007
0.5365,0.0365,0.0,307200,0.5,-0.059
0.5264,0.0364,0.0,307500,0.49,-0.06
0.51684,0.03684,0.015,307800,0.48,-0.022
0.5071,0.0371,0.02,308100,0.47,-0.033
0.4921,0.0371,0.025,308400,0.455,-0.011
0.50719,0.03719,-0.005,308700,0.47,-0.014
0.48665,0.03665,-0.005,309000,0.45,-0.017
0.48232,0.03732,0.005,309300,0.445,-0.054
0.48801,0.03801,-0.005,309600,0.45,-0.019
0.50387,0.03887,-0.015,309900,0.465,-0.056
0.49413,0.03913,0.005,310200,0.455,-0.028
0.49334,0.03834,0.0,310500,0.455,-0.067
0.50382,0.03882,0.01,310800,0.465,0.007
0.48184,0.03684,0.015,311100,0.445,-0.016
0.50393,0.03893,0.005,311400,0.465,-0.019
0.45331,0.03331,0.01,311700,0.42,-0.081
0.4818,0.0368,0.025,312000,0.445,-0.043
0.49816,0.03816,0.005,312300,0.46,-0.071
0.48182,0.03682,0.02,312600,0.445,-0.026
0.50701,0.03701,0.04,312900,0.47,-0.021
0.49763,0.03763,0.02,313200,0.46,-0.074
0.50159,0.03659,0.005,313500,0.465,-0.042
0.54781,0.03781,0.025,313800,0.51,-0.036
0.53128,0.03628,0.02,314100,0.495,0.007
0.52477,0.03477,0.025,314400,0.49,-0.065
0.50388,0.03388,0.02,314700,0.47,-0.039
0.5244,0.0344,0.01,315000,0.49,-0.02
0.5052,0.0352,0.015,315300,0.47,-0.003
0.52609,0.03609,0.02,315600,0.49,-0.076
0.50779,0.03779,0.015,315900,0.47,-0.009
0.47707,0.03707,0.0,316200,0.44,-0.02
0.5216,0.0366,0.005,316500,0.485,-0.084
0.5223,0.0373,-0.01,316800,0.485,-0.028
0.51761,0.03761,0.02,317100,0.48,-0.08
0.51238,0.03738,0.025,317400,0.475,-0.053
0.52837,0.03837,0.03,317700,0.49,-0.015
0.55325,0.03825,0.005,318000,0.515,-0.022
0.54369,0.03869,0.02,318300,0.505,-0.078
0.55856,0.03856,0.005,318600,0.52,-0.011
0.5071,0.0371,0.02,318900,0.47,-0.012
0.55309,0.03809,0.015,319200,0.515,-0.083
0.54268,0.03768,0.015,319500,0.505,-0.044
0.52221,0.03721,0.005,319800,0.485,-0.073
0.50111,0.03611,0.02,320100,0.465,-0.059
0.48051,0.03551,-0.005,320400,0.445,-0.002
0.49653,0.03653,-0.005,320700,0.46,0.018
0.50953,0.03453,0.01,321000,0.475,-0.01
0.54066,0.03566,0.02,321300,0.505,0.019
0.50636,0.03636,0.01,321600,0.47,-0.057
0.51049,0.03549,0.02,321900,0.475,-0.036
0.49715,0.03715,0.035,322200,0.46,0.007
0.49764,0.03764,0.005,322500,0.46,-0.012
0.46724,0.03724,0.02,322800,0.43,-0.04
0.53216,0.03716,0.0,323100,0.495,-0.041
0.49827,0.03827,0.03,323400,0.46,0.03
0.4815,0.0365,0.01,323700,0.445,-0.068
0.52151,0.03651,0.03,324000,0.485,-0.073
0.47131,0.03631,0.0,324300,0.435,0.016
0.5132,0.0382,0.005,324600,0.475,-0.022
0.50374,0.03874,0.015,324900,0.465,-0.04
0.47072,0.03572,0.01,325200,0.435,-0.06
0.41145,0.03645,0.015,325500,0.375,-0.025
0.41567,0.03567,0.01,325800,0.38,-0.047
0.42207,0.03707,0.01,326100,0.385,-0.031
0.42218,0.03718,0.01,326400,0.385,-0.081
0.45037,0.03537,0.015,326700,0.415,-0.057
0.47936,0.03436,0.015,327000,0.445,-0.063
0.50454,0.03454,0.01,327300,0.47,0.01
0.47024,0.03524,0.0,327600,0.435,-0.077
0.49418,0.03418,0.01,327900,0.46,-0.007
0.47641,0.03641,0.02,328200,0.44,-0.026
0.48142,0.03642,0.0,328500,0.445,0.028
0.48523,0.03523,0.015,328800,0.45,-0.011
0.47557,0.03557,-0.005,329100,0.44,-0.075
0.47647,0.03647,0.0,329400,0.44,-0.031
0.47593,0.03593,0.0,329700,0.44,-0.032
0.44064,0.03564,-0.005,330000,0.405,-0.029
0.45186,0.03686,0.01,330300,0.415,-0.058
0.44656,0.03656,0.01,330600,0.41,-0.043
0.43953,0.03453,0.015,330900,0.405,-0.051
0.46469,0.03469,0.0,331200,0.43,-0.041
0.48032,0.03532,0.0,331500,0.445,-0.035
0.50543,0.03543,0.01,331800,0.47,-0.035
0.46087,0.03587,0.02,332100,0.425,-0.008
0.46975,0.03475,0.02,332400,0.435,-0.037
0.49895,0.03395,0.02,332700,0.465,-0.024
0.47887,0.03387,0.015,333000,0.445,0.026
0.49984,0.03484,0.015,333300,0.465,-0.049
0.46675,0.03675,0.025,333600,0.43,-0.042
0.49226,0.03726,0.02,333900,0.455,-0.038
0.46114,0.03614,0.01,334200,0.425,0.046
0.47689,0.03689,0.015,334500,0.44,-0.052
0.45131,0.03631,0.015,334800,0.415,-0.027
0.46649,0.03649,0.01,335100,0.43,-0.046
0.45774,0.03774,0.02,335400,0.42,-0.047
0.43668,0.03668,0.025,335700,0.4,-0.011
0.45146,0.03646,0.025,336000,0.415,-0.022
0.45226,0.03726,0.015,336300,0.415,-0.029
0.43741,0.03741,0.02,336600,0.4,-0.069
0.40289,0.03789,0.01,336900,0.365,-0.027
0.39095,0.03595,0.0,337200,0.355,-0.015
0.3811,0.0361,0.0,337500,0.345,0.004
0.39352,0.03852,0.005,337800,0.355,-0.014
0.39295,0.03795,0.01,338100,0.355,-0.049
0.40882,0.03882,0.02,338400,0.37,-0.036
0.46165,0.03665,0.015,338700,0.425,-0.037
0.4465,0.0365,0.015,339000,0.41,-0.025
0.44626,0.03626,0.005,339300,0.41,-0.048
0.44318,0.03818,0.01,339600,0.405,-0.06
0.44221,0.03721,-0.005,339900,0.405,-0.012
0.42257,0.03757,0.005,340200,0.385,-0.019
0.40814,0.03814,0.0,340500,0.37,-0.015
0.3992,0.0392,0.005,340800,0.36,-0.046
0.38816,0.03816,-0.015,341100,0.35,-0.02
0.40139,0.03639,-0.01,341400,0.365,-0.06
0.43304,0.03804,-0.01,341700,0.395,-0.028
0.40796,0.03796,0.01,342000,0.37,-0.029
0.46858,0.03858,-0.015,342300,0.43,-0.024
0.49667,0.03667,0.0,342600,0.46,-0.07
0.45363,0.03863,0.005,342900,0.415,-0.029
0.4611,0.0361,0.005,343200,0.425,-0.029
0.43015,0.03515,-0.005,343500,0.395,0.009
0.43941,0.03441,0.02,343800,0.405,-0.033
0.40396,0.03396,0.0,344100,0.37,-0.012
0.4696,0.0346,0.01,344400,0.435,-0.01
0.47885,0.03385,0.015,344700,0.445,-0.037
0.4889,0.0339,0.015,345000,0.455,0.044
0.45378,0.03378,0.005,345300,0.42,-0.009
0.41422,0.03422,0.005,345600,0.38,-0.003
0.41658,0.03658,0.02,345900,0.38,-0.025
0.3906,0.0356,0.01,346200,0.355,-0.02
0.41247,0.03747,0.01,346500,0.375,-0.011
0.3922,0.0372,0.01,346800,0.355,-0.042
0.37646,0.03646,0.03,347100,0.34,-0.037
0.37055,0.03555,0.015,347400,0.335,-0.061
0.39385,0.03385,0.005,347700,0.36,-0.092
0.40736,0.03236,0.015,348000,0.375,-0.093
0.41073,0.03073,0.02,348300,0.38,-0.047
0.44816,0.03316,0.01,348600,0.415,-0.007
0.4315,0.0315,0.025,348900,0.4,-0.025
0.41822,0.03322,0.025,349200,0.385,-0.058
0.43473,0.03473,0.01,349500,0.4,-0.021
0.43718,0.03718,0.025,349800,0.4,-0.059
0.43763,0.03763,0.015,350100,0.4,0.01
0.42838,0.03838,0.02,350400,0.39,-0.046
0.47377,0.03877,0.015,350700,0.435,0.023
0.44757,0.03757,0.01,351000,0.41,-0.059
0.46829,0.03829,0.015,351300,0.43,-0.006
0.46257,0.03757,0.01,351600,0.425,-0.003
0.46479,0.03979,0.015,351900,0.425,-0.032
0.45833,0.03833,0.02,352200,0.42,-0.038
0.44731,0.03731,0.015,352500,0.41,-0.048
0.44826,0.03826,0.015,352800,0.41,-0.018
0.47268,0.03768,0.02,353100,0.435,-0.048
0.48268,0.03768,0.015,353400,0.445,-0.01
0.47275,0.03775,0.015,353700,0.435,-0.007
0.43631,0.03631,0.01,354000,0.4,-0.042
0.43684,0.03684,0.015,354300,0.4,0.01
0.43145,0.03645,0.01,354600,0.395,-0.073
0.43707,0.03707,0.01,354900,0.4,-0.053
0.43271,0.03771,0.01,355200,0.395,-0.035
0.45295,0.03795,0.01,355500,0.415,-0.032
0.46221,0.03721,0.025,355800,0.425,-0.05
0.4411,0.0361,0.03,356100,0.405,-0.017
0.48585,0.03585,0.025,356400,0.45,-0.03
0.51126,0.03626,0.025,356700,0.475,-0.006
0.50289,0.03789,0.015,357000,0.465,-0.004
0.48793,0.03793,0.025,357300,0.45,-0.046
0.467,0.037,0.015,357600,0.43,0.004
0.49153,0.03653,0.005,357900,0.455,-0.009
0.47552,0.03552,0.01,358200,0.44,-0.028
0.49527,0.03527,0.02,358500,0.46,-0.016
0.49559,0.03559,0.03,358800,0.46,0.008
0.48611,0.03611,0.015,359100,0.45,-0.007
0.48205,0.03705,0.025,359400,0.445,0.004
0.51558,0.03558,0.025,359700,0.48,-0.017
0.476,0.036,0.025,360000,0.44,-0.009
0.4708,0.0358,0.02,360300,0.435,-0.021
0.47613,0.03613,0.015,360600,0.44,-0.043
0.50544,0.03544,0.025,360900,0.47,-0.046
0.48337,0.03837,0.01,361200,0.445,-0.016
0.46821,0.03821,0.015,361500,0.43,-0.03
0.50847,0.03847,-0.005,361800,0.47,-0.093
0.51749,0.03749,0.015,362100,0.48,-0.047
0.46704,0.03704,0.01,362400,0.43,-0.022
0.46703,0.03703,0.015,362700,0.43,-0.032
0.42136,0.03636,-0.005,363000,0.385,-0.02
0.45173,0.03673,-0.005,363300,0.415,-0.024
0.403,0.038,0.0,363600,0.365,-0.007
0.42272,0.03772,0.0,363900,0.385,-0.045
0.44723,0.03723,-0.005,364200,0.41,-0.062
0.42636,0.03636,-0.015,364500,0.39,-0.078
0.43322,0.03822,-0.005,364800,0.395,-0.037
0.37854,0.03854,0.015,365100,0.34,0.05
0.42324,0.03824,-0.005,365400,0.385,-0.004
0.41786,0.03786,-0.005,365700,0.38,0.007
0.40358,0.03858,-0.005,366000,0.365,-0.043
0.43879,0.03879,-0.01,366300,0.4,-0.068
0.47886,0.03886,0.0,366600,0.44,-0.012
0.49794,0.03794,0.015,366900,0.46,-0.06
0.43299,0.03799,-0.01,367200,0.395,0.019
0.46348,0.03848,-0.005,367500,0.425,-0.025
0.45713,0.03713,0.025,367800,0.42,-0.063
0.45332,0.03832,0.01,368100,0.415,-0.035
0.49172,0.03672,0.03,368400,0.455,-0.094
0.48258,0.03758,0.025,368700,0.445,-0.023
0.49367,0.03867,0.02,369000,0.455,-0.014
0.46797,0.03797,0.005,369300,0.43,-0.035
0.45332,0.03832,0.0,369600,0.415,-0.024
0.48395,0.03895,0.025,369900,0.445,-0.08
0.50333,0.03833,0.02,370200,0.465,-0.046
0.48323,0.03823,0.005,370500,0.445,-0.053
0.48643,0.03643,-0.005,370800,0.45,-0.055
0.47227,0.03727,0.01,371100,0.435,-0.041
0.45193,0.03693,0.02,371400,0.415,-0.03
0.49742,0.03742,0.0,371700,0.46,-0.103
0.50134,0.03634,0.015,372000,0.465,-0.049
0.50319,0.03319,0.01,372300,0.47,-0.045
0.48351,0.03351,0.01,372600,0.45,-0.024
0.47693,0.03193,0.02,372900,0.445,-0.043
0.54419,0.03419,0.02,373200,0.51,-0.034
0.48486,0.03486,0.025,373500,0.45,-0.044
0.50179,0.03679,0.015,373800,0.465,-0.07
0.48596,0.03596,0.0,374100,0.45,0.015
0.48128,0.03628,-0.005,374400,0.445,-0.019
0.53235,0.03735,0.015,374700,0.495,-0.033
0.48269,0.03769,0.015,375000,0.445,-0.014
0.52185,0.03685,0.01,375300,0.485,-0.059
0.5426,0.0376,0.005,375600,0.505,-0.054
0.52284,0.03784,0.015,375900,0.485,-0.057
0.51135,0.03635,0.0,376200,0.475,-0.026
0.48757,0.03757,0.02,376500,0.45,-0.065
0.47738,0.03738,0.02,376800,0.44,-0.019
0.45751,0.03751,0.025,377100,0.42,0.023
0.47236,0.03736,0.025,377400,0.435,-0.055
0.48675,0.03675,0.025,377700,0.45,-0.051
0.51049,0.03549,0.02,378000,0.475,-0.051
0.53601,0.03601,0.01,378300,0.5,-0.042
0.4856,0.0356,0.015,378600,0.45,-0.026
0.47178,0.03678,0.025,378900,0.435,-0.03
0.4953,0.0353,0.03,379200,0.46,-0.038
0.50546,0.03546,0.0,379500,0.47,-0.036
0.51284,0.03284,0.015,379800,0.48,-0.042
0.52338,0.03338,-0.005,380100,0.49,-0.049
0.54991,0.03491,0.005,380400,0.515,0.017
0.51565,0.03565,0.02,380700,0.48,-0.02
0.4894,0.0344,0.015,381000,0.455,-0.048
0.47811,0.03311,0.01,381300,0.445,0.02
0.45196,0.03196,0.015,381600,0.42,0.019
0.44814,0.03314,0.01,381900,0.415,-0.005
0.45538,0.03538,-0.005,382200,0.42,-0.028
0.45012,0.03512,0.01,382500,0.415,-0.068
0.45884,0.03384,0.005,382800,0.425,-0.03
0.48129,0.03629,-0.005,383100,0.445,-0.1
0.49081,0.03581,0.0,383400,0.455,-0.01
0.49681,0.03681,0.0,383700,0.46,-0.078
0.47401,0.03901,0.0,384000,0.435,-0.017
0.47865,0.03865,-0.015,384300,0.44,-0.074
0.44253,0.03753,-0.015,384600,0.405,-0.027
0.48314,0.03814,-0.005,384900,0.445,-0.13
0.49322,0.03822,0.0,385200,0.455,-0.062
0.45344,0.03844,-0.01,385500,0.415,-0.01
0.46934,0.03934,-0.005,385800,0.43,-0.006
0.4618,0.0368,-0.01,386100,0.425,-0.05
0.46821,0.03821,-0.01,386400,0.43,-0.034
0.47168,0.03668,-0.01,386700,0.435,-0.037
0.45244,0.03744,-0.005,387000,0.415,-0.037
0.51094,0.03594,-0.02,387300,0.475,-0.021
0.47178,0.03178,-0.005,387600,0.44,-0.052
0.47652,0.03652,0.01,387900,0.44,0.054
0.48208,0.03708,0.005,388200,0.445,-0.009
0.48211,0.03711,0.005,388500,0.445,-0.096
0.48002,0.03502,-0.02,388800,0.445,-0.038
0.48584,0.03584,-0.01,389100,0.45,0.019
0.46405,0.03405,-0.005,389400,0.43,-0.031
0.43868,0.03368,-0.005,389700,0.405,-0.054
0.45759,0.03259,0.005,390000,0.425,-0.047
0.481,0.031,0.01,390300,0.45,-0.029
0.45968,0.02968,0.0,390600,0.43,-0.074
0.45099,0.03099,-0.01,390900,0.42,-0.04
0.46406,0.02906,-0.005,391200,0.435,-0.029
0.4373,0.0323,-0.01,391500,0.405,-0.011
0.44328,0.03328,0.0,391800,0.41,-0.02
0.47335,0.03335,-0.005,392100,0.44,-0.034
0.43167,0.03167,0.01,392400,0.4,-0.068
0.43909,0.03409,0.005,392700,0.405,0.081
0.45593,0.03593,0.015,393000,0.42,-0.024
0.44454,0.03454,0.01,393300,0.41,-0.013
0.45054,0.03554,0.015,393600,0.415,-0.029
0.4268,0.0368,0.01,393900,0.39,-0.011
0.43096,0.03596,0.015,394200,0.395,-0.097
0.45056,0.03556,0.02,394500,0.415,-0.064
0.43746,0.03246,0.015,394800,0.405,-0.015
0.46979,0.02979,0.01,395100,0.44,-0.05
0.47003,0.03003,0.01,395400,0.44,-0.026
0.49176,0.03176,0.015,395700,0.46,-0.0
0.45518,0.03018,0.0,396000,0.425,-0.006
0.48284,0.02784,0.005,396300,0.455,-0.095
0.473,0.028,0.005,396600,0.445,-0.036
0.47563,0.03063,0.015,396900,0.445,-0.028
0.46611,0.03111,0.02,397200,0.435,-0.001
0.4804,0.0304,0.015,397500,0.45,-0.018
0.43621,0.03121,0.025,397800,0.405,-0.044
0.4673,0.0323,0.01,398100,0.435,-0.059
0.46127,0.03127,0.015,398400,0.43,-0.07
0.4566,0.0316,0.02,398700,0.425,-0.053
0.42116,0.03116,0.015,399000,0.39,-0.003
0.47521,0.03021,0.015,399300,0.445,0.033
0.45659,0.03159,0.005,399600,0.425,-0.033
0.41749,0.03249,0.015,399900,0.385,0.006
0.47099,0.03599,0.025,400200,0.435,-0.054
0.48001,0.03501,0.02,400500,0.445,-0.068
0.41688,0.03188,0.01,400800,0.385,-0.046
0.46842,0.03342,0.025,401100,0.435,-0.028
0.44908,0.02908,0.01,401400,0.42,-0.028
0.46573,0.02573,0.015,401700,0.44,-0.023
0.46905,0.02405,0.01,402000,0.445,-0.064
0.43397,0.02397,0.015,402300,0.41,-0.003
0.44777,0.02777,0.015,402600,0.42,-0.003
0.43194,0.02694,0.01,402900,0.405,-0.026
0.44462,0.02462,0.015,403200,0.42,-0.067
0.46628,0.02628,0.015,403500,0.44,-0.02
0.47935,0.02935,0.005,403800,0.45,-0.016
0.4694,0.0294,0.015,404100,0.44,-0.071
0.468,0.028,0.01,404400,0.44,-0.007
0.45942,0.02942,0.015,404700,0.43,0.011
0.46951,0.02951,0.015,405000,0.44,-0.028
0.46524,0.03024,0.005,405300,0.435,0.043
0.46575,0.03075,0.005,405600,0.435,-0.056
0.45063,0.03063,0.025,405900,0.42,-0.04
0.46229,0.02729,0.01,406200,0.435,-0.049
0.44795,0.02795,0.01,406500,0.42,-0.008
0.46905,0.02905,0.005,406800,0.44,-0.033
0.46284,0.02784,0.015,407100,0.435,-0.057
0.46943,0.02943,0.01,407400,0.44,-0.013
0.47415,0.02915,0.005,407700,0.445,-0.035
0.4807,0.0307,0.005,408000,0.45,0.02
0.49785,0.03285,0.025,408300,0.465,-0.038
0.48138,0.03138,0.01,408600,0.45,-0.01
0.50412,0.03412,0.02,408900,0.47,0.019
0.50555,0.03555,0.01,409200,0.47,0.033
0.46549,0.03549,0.01,409500,0.43,0.011
0.47729,0.03729,0.005,409800,0.44,-0.027
0.50893,0.03893,0.005,410100,0.47,-0.007
0.48099,0.03599,0.02,410400,0.445,-0.015
0.47612,0.03612,0.005,410700,0.44,-0.056
0.48637,0.03637,0.015,411000,0.45,-0.031
0.49223,0.03723,0.015,411300,0.455,0.003
0.48573,0.03573,0.015,411600,0.45,-0.063
0.49703,0.03203,0.005,411900,0.465,-0.092
0.48597,0.03097,0.015,412200,0.455,0.019
0.48215,0.03215,0.01,412500,0.45,-0.038
0.4815,0.0315,0.005,412800,0.45,-0.102
0.51274,0.03274,-0.01,413100,0.48,-0.001
0.49785,0.03285,0.015,413400,0.465,0.02
0.5145,0.0345,0.015,413700,0.48,-0.036
0.52977,0.03477,0.0,414000,0.495,-0.012
0.52509,0.03509,0.005,414300,0.49,0.031
0.51851,0.03351,0.0,414600,0.485,-0.054
0.52459,0.03459,0.025,414900,0.49,-0.074
0.47306,0.03306,0.015,415200,0.44,-0.034
0.51815,0.03315,0.015,415500,0.485,0.017
0.51658,0.03658,0.02,415800,0.48,-0.028
0.50678,0.03678,0.005,416100,0.47,-0.028
0.50673,0.03673,0.0,416400,0.47,-0.035
